,id,budget,budget_log,genres,popularity,release_date,revenue,revenue_log,runtime,title,vote_average,vote_count,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
5893,12090,18000000,7.255272505,Comedy,6.001152,1/9/2003,101564935,8.006743795,95,Just Married,5.3,415,Ashton Kutcher, Brittany Murphy, Christian Kane, David Moscow, Alex Thomas, Valeria Andrews,Shawn Levy
1010,12092,3000000,6.477121255," Animation, Adventure, Family, Fantasy",16.488937,7/3/1951,572000000,8.757396029,75,Alice in Wonderland,7,1557,Kathryn Beaumont, Verna Felton, Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna,"Hamilton Luske, Wilfred Jackson, Clyde Geronimi"
11331,12094,11000000,7.041392685," Action, Comedy, Documentary",7.915368,9/22/2006,72778712,7.862004365,95,Jackass Number Two,6.4,306,Johnny Knoxville, Bam Margera, Steve-O, Chris Pontius, Ryan Dunn, Dave England,Jeff Tremaine
1852,12102,8000000,6.903089987,Drama,9.741644,12/18/1979,106260000,8.026369812,105,Kramer vs. Kramer,7.4,483,Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry, Howard Duff, George Coe,Robert Benton
4698,12103,50000000,7.698970004,Thriller,6.824871,9/28/2001,100020092,8.00008725,113,Don't Say a Word,6,223,Michael Douglas, Sean Bean, Brittany Murphy, Skye McCole Bartusiak, Guy Torry, Jennifer Esposito,"Negative Cutter, Gary Burritt, Dolly Grip, Ron Renzetti, Third  Tyler Delben"
1259,12104,12000000,7.079181246,Music,6.773407,7/14/1982,22244207,7.347216928,95,Pink Floyd: The Wall,7.7,363,Christine Hargreaves, James Laurenson, Eleanor David, Bob Geldof, Alex McAvoy, Jenny Wright,Alan Parker
3707,12107,84000000,7.924279286," Fantasy, Comedy, Romance, Science Fiction",6.671316,7/27/2000,123307945,8.09099106,106,Nutty Professor II: The Klumps,4.7,338,Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford,Peter Segal
13031,12113,70000000,7.84509804," Action, Drama, Thriller",12.886125,10/10/2008,113280098,8.054153616,128,Body of Lies,6.5,919,Leonardo DiCaprio, Russell Crowe, Mark Strong, Ali Suliman, Simon McBurney, Michael Gaston,
815,12123,50000000,7.698970004," Action, Drama, Science Fiction, Thriller",15.874491,8/2/1996,60209334,7.779663823,107,Chain Reaction,5.3,291,Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward, Kevin Dunn, Brian Cox,Andrew Davis
12858,12133,65000000,7.812913357,Comedy,8.579638,7/25/2008,128107642,8.107575037,98,Step Brothers,6.5,1084,Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins, Adam Scott, Kathryn Hahn,Adam McKay
6052,12139,35000000,7.544068044," Family, Comedy",10.378902,6/23/1993,117270765,8.069189758,94,Dennis the Menace,5.5,280,Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson, Robert Stanton,
3163,12143,1000000,6," Crime, Drama",6.417037,9/16/1992,2019469,6.305237191,96,Bad Lieutenant,6.9,162,Harvey Keitel, Victor Argo, Frankie Thorn, Robin Burrows, Paul Calderon, Leonard L. Thomas,Abel Ferrara
4405,12144,12300000,7.089905111," Animation, Adventure, Family",13.631352,11/18/1988,84460846,7.926655427,69,The Land Before Time,7,660,Gabriel Damon, Candace Hutson, Judith Barsi, Will Ryan, Pat Hingle, Helen Shaver,Don Bluth
5176,12149,11000000,7.041392685," Drama, Thriller, Crime",7.397953,11/17/2001,13110448,7.117617532,100,Frailty,7,338,Bill Paxton, Matthew McConaughey, Powers Boothe, Jeremy Sumpter, Luke Askew, Levi Kreis,Bill Paxton
4546,12150,19000000,7.278753601," Drama, Crime, Mystery",9.801967,9/15/1989,110879513,8.04485131,113,Sea of Love,6.7,144,Al Pacino, Ellen Barkin, John Goodman, Michael Rooker, William Hickey, Richard Jenkins,Harold Becker
7856,12153,37000000,7.568201724,Comedy,7.723341,6/23/2004,113086475,8.053410667,109,White Chicks,6.3,704,Shawn Wayans, Marlon Wayans, Jaime King, Frankie Faison, Maitland Ward, Anne Dudek,"Keenen Ivory Wayans, Animatronic and Prosthetic Effects, Jim Boulden"
14944,12155,200000000,8.301029996," Family, Fantasy, Adventure",17.285093,3/3/2010,1025491110,9.0109319,108,Alice in Wonderland,6.4,4773,Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover, Marton Csokas,Tim Burton
91,12158,14000000,7.146128036," Comedy, Horror, Romance",9.071127,10/26/1995,19800000,7.29666519,100,Vampire in Brooklyn,4.5,113,Eddie Murphy, Angela Bassett, Allen Payne, Kadeem Hardison, John Witherspoon, Zakes Mokae,Wes Craven
13860,12162,15000000,7.176091259," Drama, Thriller, War",9.403724,10/10/2008,42000000,7.62324929,131,The Hurt Locker,7.2,1881,Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce, Ralph Fiennes, David Morse,
13235,12163,6000000,6.77815125," Drama, Romance",7.903956,9/7/2008,44703995,7.650346336,109,The Wrestler,7.3,1031,Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis, Todd Barry, Judah Friedlander,"Darren Aronofsky,  "
12916,12180,8500000,6.929418926," Thriller, Animation, Action, Science Fiction, Adventure, Fantasy",8.524857,8/5/2008,68282844,7.834311601,98,Star Wars: The Clone Wars,5.8,434,Matt Lanter, Ashley Eckstein, James Arnold Taylor, Tom Kane, Dee Bradley Baker, Christopher Lee,Dave Filoni
13011,12182,9000000,6.954242509," Comedy, Music, Romance",12.992176,10/3/2008,32973937,7.518170804,89,Nick and Norah's Infinite Playlist,6.4,387,Michael Cera, Kat Dennings, Aaron Yoo, Alexis Dziena, Ari Graynor, Cassidy Gard,Peter Sollett
13167,12193,80000000,7.903089987," Comedy, Romance, Drama",7.210383,11/26/2008,163733697,8.214138068,88,Four Christmases,5.3,337,Vince Vaughn, Reese Witherspoon, Robert Duvall, Sissy Spacek, Jon Voight, Jon Favreau,Seth Gordon
5677,12208,12000000,7.079181246," Adventure, Action, Comedy",13.300519,4/13/1967,41744718,7.620601532,131,Casino Royale,5.3,153,David Niven, Peter Sellers, Ursula Andress, Orson Welles, Joanna Pettet, Daliah Lavi,
3793,12212,14000000,7.146128036,Horror,12.243528,9/19/2000,38574362,7.586298752,97,Urban Legends: Final Cut,4.4,102,Jennifer Morrison, Matthew Davis, Loretta Devine, Hart Bochner, Anthony Anderson, Eva Mendes,John Ottman
2854,12220,50000000,7.698970004," Comedy, Drama, Romance",5.769957,10/13/1999,58900031,7.770115523,95,The Story of Us,5.9,75,Bruce Willis, Michelle Pfeiffer, Rob Reiner, Colleen Rennison, Jake Sandvig, Casey Boersma,
12477,12222,85000000,7.929418926," Animation, Comedy, Family, Adventure, Fantasy",8.326699,3/3/2008,297138014,8.472958216,88,Horton Hears a Who!,6.3,927,Jim Carrey, Steve Carell, Carol Burnett, Will Arnett, Seth Rogen, Dan Fogler,"Jimmy Hayward, Steve Martino"
5243,12227,14000000,7.146128036," Action, Adventure, Drama, Family",12.318052,1/18/1991,34793160,7.541493874,107,White Fang,6.5,139,Klaus Maria Brandauer, Ethan Hawke, Seymour Cassel, Susan Hogan, James Remar, Bill Moseley,Randal Kleiser
1982,12230,4000000,6.602059991," Adventure, Animation, Comedy, Family",15.727519,1/25/1961,215880014,8.334212438,79,One Hundred and One Dalmatians,6.8,1643,Rod Taylor, Betty Lou Gerson, Martha Wentworth, Ben Wright, Cate Bauer, David Frankham,"Hamilton Luske, Wolfgang Reitherman, Clyde Geronimi"
698,12233,31000000,7.491361694," Animation, Comedy, Family",10.813579,11/18/1988,74151346,7.870119039,74,Oliver & Company,6.5,372,Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan, Roscoe Lee Browne, Sheryl Lee Ralph,George Scribner
14169,12244,30000000,7.477121255," Action, Adventure, Animation, Science Fiction, Thriller",18.502877,8/19/2009,48428063,7.685097099,79,9,6.6,1291,Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover, Jennifer Connelly, Fred Tatasciore,
12480,12246,18000000,7.255272505,History,6.375447,9/20/2007,26527510,7.423696487,120,Mongol: The Rise of Genghis Khan,6.5,165,Tadanobu Asano, Sun Honglei, Khulan Chuluun, Aliya, Ba Sen, Amadu Mamadakov,
5468,12262,230000,5.361727836,Horror,4.788002,7/22/1977,25000000,7.397940009,89,The Hills Have Eyes,6.1,145,Martin Speer, Russ Grieve, John Steadman, James Whitworth, Virginia Vincent, Michael Berryman,Wes Craven
6537,12268,6000000,6.77815125," Comedy, Mystery",5.58692,12/15/1976,33833201,7.529343089,103,The Pink Panther Strikes Again,6.8,119,Peter Sellers, Herbert Lom, Lesley-Anne Down, Burt Kwouk, Colin Blakely, Leonard Rossiter,Blake Edwards
14912,12273,14000000,7.146128036," Action, Comedy",1.369086,1/1/2008,25000000,7.397940009,135,Singh Is Kinng,5.3,22,Akshay Kumar, Katrina Kaif, Om Puri, Ranvir Shorey, Neha Dhupia, Sonu Sood,"Anees Bazmee,  Still Photographer,  Joseph D, Souza"
5283,12277,25000000,7.397940009," Action, Comedy",5.00725,5/31/2002,41604473,7.619140025,86,Undercover Brother,5.5,113,Eddie Griffin, Chris Kattan, Denise Richards, Aunjanue Ellis, Chi McBride, Neil Patrick Harris,Malcolm D. Lee
6440,12279,38000000,7.579783597," Action, Adventure, Comedy, Family, Science Fiction",8.025145,7/25/2003,197011982,8.29449264,84,Spy Kids 3-D: Game Over,4.7,525,Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara, Sylvester Stallone, Salma Hayek,Robert Rodriguez
9498,12281,500000,5.698970004," Crime, Drama",12.428269,1/15/2004,603943,5.780995952,90,Mean Creek,6.9,110,Rory Culkin, Scott Mechlowicz, Trevor Morgan, Josh Peck, Ryan Kelley, Carly Schroeder,Jacob Aaron Estes
12898,12289,80341000,7.904937233," Adventure, Drama, Action",11.867516,7/10/2008,127814609,8.106580496,150,Red Cliff,7.1,207,Chang Chen, Hu Jun, Tony Leung Chiu-Wai, Takeshi Kaneshiro, Song Jia, Zhao Wei,John Woo
3413,12309,6000000,6.77815125,Comedy,5.511756,6/29/1984,38435947,7.584737586,105,Bachelor Party,5.8,156,Tom Hanks, Tawny Kitaen, Adrian Zmed, George Grizzard, Barbara Stuart, Robert Prescott,Neal Israel
1828,12311,1950000,6.290034611," Adventure, Drama, History, Romance",7.135215,11/8/1935,4460000,6.649334859,132,Mutiny on the Bounty,7.1,72,Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin, Eddie Quillan, Dudley Digges,Frank Lloyd
14005,12403,14000000,7.146128036," Thriller, Mystery, Adventure",11.017008,6/8/2009,22852638,7.35893634,98,A Perfect Getaway,6.2,355,Milla Jovovich, Timothy Olyphant, Steve Zahn, Chris Hemsworth, Anthony Ruivivar, Kiele Sanchez,David Twohy
13091,12405,15000000,7.176091259," Drama, Romance",11.258181,5/12/2008,377910544,8.577389009,120,Slumdog Millionaire,7.6,2918,Dev Patel, Freida Pinto, Anil Kapoor, Mia Drake Inderbitzin, Saurabh Shukla, Rajendranath Zutshi,
13306,12429,41677699,7.619903734," Animation, Family",8.470945,7/19/2008,187479518,8.272953828,100,Ponyo,7.5,953,Yuria Nara, Hiroki Doi, George Tokoro, Tomoko Yamaguchi, Yuki Amami, Kazushige Nagashima,Hayao Miyazaki
12051,12435,20000000,7.301029996," Comedy, Drama, Romance",6.764056,8/24/2007,47738099,7.678865121,106,The Nanny Diaries,6.1,335,Scarlett Johansson, Laura Linney, Nicholas Art, Chris Evans, Paul Giamatti, Donna Murphy,"Shari Springer Berman, Robert Pulcini"
13359,12437,35000000,7.544068044," Fantasy, Action, Adventure, Science Fiction, Thriller",11.654958,1/22/2009,91353501,7.960725196,92,Underworld: Rise of the Lycans,6.2,1447,Bill Nighy, Michael Sheen, Rhona Mitra, Shane Brolly, Steven Mackintosh, Kevin Grevioux,"Patrick Tatopoulos, Gaffer,  Sean O, Neill"
16181,12444,250000000,8.397940009," Adventure, Fantasy, Family",23.300362,10/17/2010,954305868,8.979687594,146,Harry Potter and the Deathly Hallows: Part 1,7.5,5708,Daniel Radcliffe, Emma Watson, Rupert Grint, Ralph Fiennes, Helena Bonham Carter, Alan Rickman,David Yates
17495,12445,125000000,8.096910013," Family, Fantasy, Adventure",24.990737,7/7/2011,1342000000,9.127752516,130,Harry Potter and the Deathly Hallows: Part 2,7.9,6141,Daniel Radcliffe, Rupert Grint, Emma Watson, Alan Rickman, Maggie Smith, Helena Bonham Carter,David Yates
9435,12496,5000000,6.698970004," Action, Drama, Romance",4.281103,11/2/2002,7338987,6.865636118,129,The Twilight Samurai,7.5,95,Hiroyuki Sanada, Rie Miyazawa, Nenji Kobayashi, Mitsuru Fukikoshi, Kanako Fukaura, Hiroshi Kanbe,Yôji Yamada
1317,12498,1000000,6,Drama,9.475693,8/30/1996,24444121,7.388174425,135,Sling Blade,7.4,236,Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Robert Duvall,Billy Bob Thornton
4451,12500,1000000,6," Action, Adventure",7.314536,8/30/1985,10499694,7.021176642,95,American Ninja,5.5,71,Michael Dudikoff, Steve James, Judie Aronson, Guich Koock, John Fujioka, Don Stewart,Sam Firstenberg
4550,12521,5000000,6.698970004," Thriller, Comedy, Horror",5.587765,10/27/1989,16554699,7.218921289,109,Shocker,5.5,89,Michael Murphy, Mitch Pileggi, Peter Berg, Camille Cooper, Sam Scarber, Richard Brooks,
11862,12526,4000000,6.602059991," Horror, Thriller",5.911303,5/19/2006,8059140,6.9062887,102,Bug,6,167,Ashley Judd, Michael Shannon, Harry Connick Jr., Lynn Collins, Neil Bergeron, Bob Neill,William Friedkin
8796,12535,3400000,6.531478917," Comedy, Music",5.101153,12/25/1977,31063038,7.492243928,94,High Anxiety,6.5,86,Mel Brooks, Madeline Kahn, Cloris Leachman, Harvey Korman, Ron Carey, Howard Morris,Mel Brooks
14216,12569,8000000,6.903089987,Comedy,11.23915,9/3/2009,10848783,7.035381022,92,Extract,5.7,192,Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck, J.K. Simmons, Clifton Collins Jr,Mike Judge
14268,12573,7000000,6.84509804," Comedy, Drama",7.971424,10/2/2009,31430334,7.497348996,105,A Serious Man,6.6,492,Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Aaron Wolff, Jessica McManus,
4873,12589,25000000,7.397940009," Action, Adventure, Animation, Comedy, Family, Fantasy, Science Fiction",7.308162,12/21/2001,80936232,7.908142982,83,Jimmy Neutron: Boy Genius,5.6,235,Debi Derryberry, Megan Cavanagh, Mark DeCarlo, Jeffrey Garcia, Patrick Stewart, Martin Short,John A. Davis
3686,12599,30000000,7.477121255," Adventure, Fantasy, Animation, Science Fiction, Family",7.554848,7/17/1999,133949270,8.126940351,84,Pokémon: The Movie 2000,6.4,201,Veronica Taylor, Rachael Lillis, Ed Paul, Ikue Ōtani, Eric Stuart, Maddie Blaustein,"Michael Haigney, Kunihiko Yuyama"
3619,12611,5500000,6.740362689," Horror, Science Fiction, Thriller",11.844029,3/10/1978,24000000,7.380211242,118,The Fury,6.2,73,Kirk Douglas, John Cassavetes, Charles Durning, Amy Irving, Jim Belushi, Fiona Lewis,Brian De Palma
2799,12618,64000000,7.806179974," Drama, Romance",4.140398,10/8/1999,74608570,7.872788716,133,Random Hearts,5.3,63,Harrison Ford, Kristin Scott Thomas, Charles S. Dutton, Bonnie Hunt, Dennis Haysbert, Sydney Pollack,Sydney Pollack
12925,12620,25000000,7.397940009," Romance, Comedy",9.920106,8/22/2008,70442940,7.847837473,97,The House Bunny,5.6,548,Anna Faris, Emma Stone, Kat Dennings, Katharine McPhee, Rumer Willis, Hugh M. Hefner,Fred Wolf
2138,12626,20000000,7.301029996," Comedy, Drama, Romance",8.627019,12/16/1987,51249404,7.709688819,133,Broadcast News,6.8,101,William Hurt, Albert Brooks, Holly Hunter, Robert Prosky, Lois Chiles, Joan Cusack,
12996,12690,20000000,7.301029996," Drama, Western, Crime",12.392754,9/12/2008,20211394,7.305596268,115,Appaloosa,6.3,305,Viggo Mortensen, Ed Harris, Renée Zellweger, Jeremy Irons, Timothy Spall, Lance Henriksen,
8194,12707,6000000,6.77815125," Drama, Adventure, Horror",5.253453,7/22/1977,14717854,7.16784449,92,Orca: The Killer Whale,5.5,69,Richard Harris, Charlotte Rampling, Will Sampson, Bo Derek, Keenan Wynn, Robert Carradine,Michael Anderson
7579,12762,8000000,6.903089987,Comedy,5.892277,1/27/1984,10600497,7.025326227,84,Broadway Danny Rose,7.2,104,Woody Allen, Mia Farrow, Nick Apollo Forte, Craig Vandenburgh, Herb Reynolds, Frank Renzulli,Woody Allen
10903,12763,30000000,7.477121255,Music,5.364459,3/17/2006,34742066,7.540855641,108,Take the Lead,6.6,171,Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard, John Ortiz, Laura Benanti,Liz Friedlander
3654,12764,2410000,6.382017043," Action, Adventure, War",9.110348,3/1/1985,10755447,7.031628465,100,Missing in Action 2: The Beginning,5,65,Chuck Norris, Soon-Tek Oh, Steven Williams, Bennett Ohta, Cosie Costa, Joe Michael Terry,Lance Hool
11486,12795,500000,5.698970004," Comedy, Romance",5.978211,4/28/2006,745327,5.872346854,92,Another Gay Movie,5.2,48,Michael Carbonaro, Jonah Blechman, Jonathan Chase, Mitch Morris, Ashlie Atkinson, Scott Thompson,Todd Stephens
17580,12819,20000000,7.301029996," Family, Animation",8.16645,9/17/2010,39300000,7.59439255,88,Alpha and Omega,5.3,125,Hayden Panettiere, Justin Long, Dennis Hopper, Christina Ricci, Danny Glover, Christine Lakin,"Ben Gluck, Anthony Bell"
13047,12837,11000000,7.041392685,Adventure,6.390463,9/17/2008,38105395,7.580986468,114,The Secret Life of Bees,7.4,159,Dakota Fanning, Queen Latifah, Jennifer Hudson, Sophie Okonedo, Alicia Keys, Sharon Conley,Gina Prince-Bythewood
12542,12890,7000000,6.84509804," Comedy, Drama, Romance",3.756539,4/11/2008,10569964,7.024073508,95,Smart People,5.8,74,Dennis Quaid, Sarah Jessica Parker, Ellen Page, Thomas Haden Church, Ashton Holmes, Jane Mowder,Noam Murro
3974,12919,1800000,6.255272505," Drama, Comedy, Romance, Family",9.104462,8/14/1987,31623833,7.500014508,94,Can't Buy Me Love,6.7,167,Patrick Dempsey, Seth Green, Gerardo Mejía, Courtney Gains, Sharon Farrell, Darcy DeMoss,Steve Rash
12632,13001,7000000,6.84509804," Adventure, Science Fiction",9.218164,3/11/2008,8900000,6.949390007,97,Stargate: The Ark of Truth,6.9,143,Ben Browder, Amanda Tapping, Christopher Judge, Michael Shanks, Beau Bridges, Claudia Black,Robert C. Cooper
12484,13025,2000000,6.301029996," Horror, Action, Science Fiction",12.001324,9/8/2007,5364858,6.729558231,95,Diary of the Dead,5.4,194,Michelle Morgan, Joshua Close, Shawn Roberts, Amy Lalonde, Joe Dinicol, Scott Wentworth,George A. Romero
13006,13027,80000000,7.903089987," Mystery, Thriller, Action",14.324875,9/25/2008,178066569,8.250582391,118,Eagle Eye,6.3,1038,Shia LaBeouf, Michelle Monaghan, Rosario Dawson, Michael Chiklis, Anthony Mackie, Billy Bob Thornton,Visual Effects
13037,13051,35000000,7.544068044,Action,10.08043,10/15/2008,85416905,7.931543831,100,Max Payne,5.2,625,Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris, Donal Logue, Amaury Nolasco,John Moore
13160,13053,150000000,8.176091259," Animation, Family, Adventure, Comedy",15.580915,11/21/2008,309979994,8.491333666,98,Bolt,6.3,1798,John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton,
12397,13059,50000,4.698970004," Action, Thriller, Horror, Science Fiction",11.329733,2/22/2007,249905,5.397774945,103,The Signal,5.9,85,Anessa Ramsey, Justin Welborn, AJ Bowen, Scott Poythress, Sahr Ngaujah, Lindsey Garrett,"David Bruckner, Dan Bush, Jacob Gentry"
10118,13064,2600000,6.414973348," Action, Adventure, Comedy",11.600224,9/17/1993,2850263,6.454884935,91,Airborne,6.1,20,Shane McDermott, Seth Green, Brittney Powell, Chris Conrad, Edie McClurg, Alanna Ubach,Rob Bowman
11805,13067,10000000,7," Romance, Comedy, Drama",9.351276,4/16/2007,17500000,7.243038049,97,In the Land of Women,5.8,163,Meg Ryan, Kristen Stewart, Adam Brody, JoBeth Williams, Olympia Dukakis, Makenzie Vega Norfolk,Jon Kasdan
13550,13090,5000000,6.698970004," Comedy, Drama",9.098119,1/18/2008,16174377,7.208827562,102,Sunshine Cleaning,6.5,256,Amy Adams, Emily Blunt, Alan Arkin, Jason Spevack, Steve Zahn, Mary Lynn Rajskub,Christine Jeffs
13065,13150,30000000,7.477121255," Thriller, Crime, Drama",5.844016,9/9/2008,31148328,7.493434739,130,Pride and Glory,6.3,243,Edward Norton, Jon Voight, Colin Farrell, Noah Emmerich, Jennifer Ehle, John Ortiz,Gavin O'Connor
5291,13153,10000000,7," Action, Thriller",3.073113,7/24/1992,14356479,7.15704794,95,Rapid Fire,6.2,41,Brandon Lee, Powers Boothe, Nick Mancuso, Raymond J. Barry, Kate Hodge, Tzi Ma,Dwight H. Little
12847,13183,130000000,8.113943352," Action, Mystery, Science Fiction",16.551503,3/5/2009,185258983,8.267779276,163,Watchmen,7,2892,Malin Åkerman, Billy Crudup, Matthew Goode, Jackie Earle Haley, Jeffrey Dean Morgan, Patrick Wilson,"Zack Snyder, Graphic"
13498,13207,19000000,7.278753601,Horror,14.20229,2/11/2009,91379051,7.960846643,97,Friday the 13th,5.7,566,Derek Mears, Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle, Aaron Yoo,Marcus Nispel
13218,13223,33000000,7.51851394,Drama,14.794228,12/9/2008,269958228,8.431296569,116,Gran Torino,7.8,3181,Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her, Brian Haley, Geraldine Hughes,Clint Eastwood
